Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448860000718718";;AMR-meter;Afname Actief;133,000;kWh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:15:00;01-06-2026;08:30:00;="541448860000718718";;AMR-meter;Afname Inductief;24,500;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448860000718718";;AMR-meter;Afname Actief;152,250;kWh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:30:00;01-06-2026;08:45:00;="541448860000718718";;AMR-meter;Afname Inductief;14,000;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448860000718718";;AMR-meter;Afname Actief;145,250;kWh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;08:45:00;01-06-2026;09:00:00;="541448860000718718";;AMR-meter;Afname Inductief;14,000;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448860000718718";;AMR-meter;Afname Actief;129,500;kWh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;1,750;kVArh;Gevalideerd;
01-06-2026;09:00:00;01-06-2026;09:15:00;="541448860000718718";;AMR-meter;Afname Inductief;7,000;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448860000718718";;AMR-meter;Afname Actief;120,750;kWh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:15:00;01-06-2026;09:30:00;="541448860000718718";;AMR-meter;Afname Inductief;7,000;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448860000718718";;AMR-meter;Afname Actief;108,500;kWh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448860000718718";;AMR-meter;Afname Inductief;3,500;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448860000718718";;AMR-meter;Afname Actief;124,250;kWh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448860000718718";;AMR-meter;Afname Inductief;19,250;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448860000718718";;AMR-meter;Afname Actief;122,500;kWh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448860000718718";;AMR-meter;Afname Inductief;5,250;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448860000718718";;AMR-meter;Afname Actief;113,750;kWh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448860000718718";;AMR-meter;Afname Inductief;1,750;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448860000718718";;AMR-meter;Afname Actief;136,500;kWh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448860000718718";;AMR-meter;Afname Inductief;3,500;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448860000718718";;AMR-meter;Afname Actief;113,750;kWh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448860000718718";;AMR-meter;Afname Inductief;1,750;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448860000718718";;AMR-meter;Afname Actief;87,500;kWh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448860000718718";;AMR-meter;Afname Actief;89,250;kWh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448860000718718";;AMR-meter;Afname Inductief;8,750;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448860000718718";;AMR-meter;Afname Actief;80,500;kWh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;1,750;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448860000718718";;AMR-meter;Afname Actief;45,500;kWh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448860000718718";;AMR-meter;Afname Actief;80,500;kWh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448860000718718";;AMR-meter;Afname Actief;52,500;kWh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;12:30:00;01-06-2026;12:45:00;="541448860000718718";;AMR-meter;Afname Actief;40,250;kWh;Gevalideerd;
