Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000156430";;AMR-meter;Afname Inductief;25,250;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000156430";;AMR-meter;Afname Actief;72,000;kWh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000156430";;AMR-meter;Afname Inductief;24,250;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000156430";;AMR-meter;Afname Actief;74,250;kWh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000156430";;AMR-meter;Afname Inductief;26,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000156430";;AMR-meter;Afname Actief;77,750;kWh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000156430";;AMR-meter;Afname Inductief;28,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000156430";;AMR-meter;Afname Actief;80,250;kWh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000156430";;AMR-meter;Afname Inductief;25,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000156430";;AMR-meter;Afname Actief;81,750;kWh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000156430";;AMR-meter;Afname Inductief;27,250;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000156430";;AMR-meter;Afname Actief;77,250;kWh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000156430";;AMR-meter;Afname Inductief;23,750;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000156430";;AMR-meter;Afname Actief;79,250;kWh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000156430";;AMR-meter;Afname Inductief;23,500;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000156430";;AMR-meter;Afname Actief;78,250;kWh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000156430";;AMR-meter;Afname Inductief;23,750;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000156430";;AMR-meter;Afname Actief;82,250;kWh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000156430";;AMR-meter;Afname Inductief;26,500;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000156430";;AMR-meter;Afname Actief;73,750;kWh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000156430";;AMR-meter;Afname Inductief;18,750;kVArh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448810000156430";;AMR-meter;Afname Actief;72,250;kWh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;12:15:00;01-06-2026;12:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
